unit_id,project_id,floor,size_sqm,room_type,view,furnished,agent_id
U000228,0,4,23.4,studio,standard,True,AG03
U000229,0,7,30.0,1BR,standard,True,AG06
U000230,0,4,27.6,1BR,pool,False,AG01
U000231,0,2,23.5,studio,standard,True,AG05
U000232,0,3,24.9,studio,standard,True,AG03
U000233,0,6,23.8,studio,city,False,AG03
U000234,0,7,26.8,studio,standard,False,AG02
U000235,0,6,25.7,studio,pool,True,AG01
U000236,0,2,26.8,studio,standard,True,AG03
U000237,0,6,21.2,studio,pool,False,AG04
U000238,0,7,24.4,studio,city,True,AG06
U000239,0,2,34.5,1BR,standard,True,AG03
U000240,0,5,22.8,studio,city,True,AG01
U000241,0,1,33.6,1BR,standard,False,AG01
U000242,0,2,25.5,studio,standard,True,AG03
U000243,0,7,33.0,1BR,city,True,AG03
U000244,0,6,32.8,1BR,standard,True,AG04
U000245,0,1,33.7,1BR,pool,False,AG01
U000246,0,6,33.3,1BR,city,True,AG01
U000247,0,5,33.0,1BR,standard,False,AG02
U000248,0,7,37.4,1BR Plus,city,True,AG05
U000249,0,2,22.6,studio,standard,False,AG06
U000250,0,8,23.2,studio,standard,True,AG04
U000251,0,5,21.0,studio,city,True,AG04
U000252,0,1,25.4,studio,standard,False,AG04
U000253,0,3,23.6,studio,standard,False,AG02
U000254,0,5,21.8,studio,city,True,AG05
U000255,0,2,22.7,studio,city,True,AG03
U000256,0,2,46.8,1BR Plus,standard,False,AG05
U000257,0,8,26.6,studio,standard,False,AG01
U000258,0,1,24.8,studio,city,True,AG04
U000259,0,4,41.4,1BR Plus,pool,False,AG03
U000260,0,8,26.4,studio,standard,True,AG04
U000261,0,7,23.3,studio,standard,True,AG06
U000262,0,1,25.7,studio,standard,True,AG01
U000263,0,7,30.1,1BR,standard,True,AG01
U000264,0,6,20.9,studio,city,True,AG01
U000265,0,4,27.2,1BR,standard,True,AG03
U000266,0,2,23.1,studio,standard,True,AG01
U000267,0,7,33.8,1BR,standard,True,AG02
U000268,0,1,20.7,studio,standard,True,AG01
U000269,0,8,20.9,studio,standard,True,AG01
U000270,0,6,39.0,1BR Plus,standard,True,AG06
U000271,0,3,21.6,studio,pool,True,AG03
U000272,0,8,24.6,studio,standard,True,AG06
U000273,0,8,27.1,1BR,standard,False,AG01
U000274,0,5,23.3,studio,standard,True,AG02
U000275,0,6,29.6,1BR,standard,True,AG03
U000276,0,1,46.2,1BR Plus,pool,True,AG01
U000277,0,8,30.0,1BR,city,False,AG06
U000278,0,6,21.2,studio,standard,False,AG06
U000279,0,4,32.1,1BR,standard,True,AG02
U000280,0,3,31.5,1BR,standard,False,AG06
U000281,0,6,23.3,studio,standard,True,AG02
U000282,0,8,22.5,studio,standard,True,AG01
U000283,0,7,25.3,studio,city,False,AG05
U000284,0,7,31.7,1BR,city,True,AG05
U000285,0,7,28.3,1BR,city,True,AG04
U000286,0,5,21.6,studio,pool,True,AG02
U000287,0,1,26.5,studio,standard,True,AG04
U000288,0,8,22.1,studio,pool,True,AG06
U000289,0,4,30.1,1BR,city,True,AG04
U000290,0,1,31.2,1BR,standard,True,AG03
U000291,0,8,25.5,studio,standard,True,AG04
U000292,0,6,24.2,studio,standard,True,AG03
U000293,0,1,23.9,studio,standard,True,AG05
U000294,0,5,31.9,1BR,standard,True,AG01
U000295,0,1,32.1,1BR,standard,True,AG03
U000296,0,1,29.0,1BR,standard,False,AG04
U000297,0,7,24.9,studio,city,True,AG04
U000298,0,1,34.5,1BR,city,True,AG04
U000299,0,4,25.2,studio,pool,True,AG03
U000300,0,7,22.9,studio,standard,True,AG06
U000301,0,8,27.3,1BR,standard,True,AG04
U000302,0,1,21.6,studio,standard,True,AG05
U000303,0,8,22.1,studio,standard,True,AG06
U000304,0,8,24.2,studio,city,True,AG06
U000305,0,1,43.9,1BR Plus,city,True,AG03
U000306,0,4,33.2,1BR,standard,True,AG02
U000307,0,8,25.2,studio,standard,True,AG03
U000308,0,6,25.4,studio,standard,True,AG03
U000309,0,8,21.3,studio,standard,True,AG04
U000310,0,5,25.5,studio,standard,False,AG04
U000311,0,8,21.1,studio,standard,False,AG03
U000312,0,7,25.4,studio,standard,True,AG05
U000313,0,2,24.5,studio,standard,True,AG01
U000314,0,1,27.7,1BR,city,True,AG04
U000315,0,5,27.1,1BR,standard,True,AG02
U000316,0,1,30.8,1BR,standard,True,AG02
U000317,0,6,22.0,studio,city,False,AG04
U000318,0,3,41.2,1BR Plus,standard,True,AG02
U000319,0,2,26.4,studio,standard,True,AG03
U000320,0,1,24.7,studio,standard,True,AG06
U000321,0,4,29.7,1BR,standard,False,AG02
U000322,0,7,22.5,studio,standard,False,AG02
U000323,0,7,25.7,studio,standard,True,AG05
U000324,0,8,22.6,studio,standard,True,AG03
U000325,0,8,28.6,1BR,standard,True,AG06
U000326,0,2,21.0,studio,standard,True,AG04
U000327,0,8,25.6,studio,standard,False,AG04
U000328,0,7,37.3,1BR Plus,standard,True,AG02
U000329,0,7,41.0,1BR Plus,standard,True,AG04
U000330,0,5,37.7,1BR Plus,standard,False,AG01
U000331,0,6,29.8,1BR,city,True,AG01
U000332,0,2,24.3,studio,city,True,AG05
U000333,0,1,21.6,studio,pool,False,AG04
U000334,0,5,35.2,1BR,standard,False,AG06
U000335,0,3,31.8,1BR,city,True,AG01
U000336,0,6,23.5,studio,standard,True,AG04
U000337,0,4,21.1,studio,city,True,AG05
U000338,0,4,26.2,studio,standard,True,AG03
U000339,0,8,24.5,studio,standard,True,AG03
U000340,0,6,30.5,1BR,city,False,AG06
U000341,0,6,24.6,studio,pool,True,AG03
U000342,0,1,32.1,1BR,pool,True,AG04
U000343,0,6,24.6,studio,standard,False,AG04
U000344,0,3,20.9,studio,standard,True,AG01
U000345,0,3,28.1,1BR,standard,False,AG03
U000346,0,6,36.1,1BR Plus,city,False,AG01
U000347,0,2,41.2,1BR Plus,standard,False,AG03
U000348,0,3,24.1,studio,standard,False,AG01
U000349,0,8,25.6,studio,city,True,AG02
U000350,0,3,23.5,studio,pool,True,AG02
U000351,0,2,34.8,1BR,standard,True,AG06
U000352,0,3,24.5,studio,standard,True,AG03
U000353,0,8,35.0,1BR,standard,True,AG03
U000354,0,8,25.3,studio,standard,True,AG01
U000355,0,1,22.3,studio,standard,False,AG02
U000356,0,2,23.3,studio,pool,True,AG04
U000357,0,1,33.6,1BR,standard,True,AG03
U000358,0,2,23.1,studio,pool,False,AG04
U000359,0,6,27.7,1BR,pool,True,AG03
U000360,0,3,32.1,1BR,standard,True,AG03
U000361,0,7,26.7,studio,standard,True,AG04
U000362,0,2,25.0,studio,standard,True,AG01
U000363,0,2,29.0,1BR,standard,False,AG01
U000364,0,1,21.7,studio,standard,True,AG06
U000365,0,1,32.4,1BR,standard,True,AG02
U000366,0,2,26.5,studio,standard,True,AG02
U000367,0,8,25.8,studio,pool,False,AG04
U000368,0,3,24.1,studio,city,False,AG02
U000369,0,3,42.8,1BR Plus,city,True,AG02
U000370,0,6,22.8,studio,standard,True,AG01
U000371,0,6,25.2,studio,standard,False,AG05
U000372,0,8,23.0,studio,city,True,AG03
U000373,0,6,31.9,1BR,standard,True,AG05
U000374,0,4,31.6,1BR,standard,True,AG02
U000375,0,1,31.0,1BR,pool,True,AG03
U000376,0,3,22.8,studio,standard,False,AG04
U000377,0,3,26.7,studio,standard,True,AG06
U000378,0,5,35.1,1BR,standard,True,AG04
U000379,0,6,29.7,1BR,standard,False,AG04
U000380,0,7,21.3,studio,city,True,AG05
U000381,0,1,27.7,1BR,standard,True,AG01
U000382,0,6,32.9,1BR,standard,False,AG02
U000383,0,1,24.8,studio,standard,True,AG02
U000384,0,1,32.5,1BR,standard,False,AG03
U000385,0,7,25.8,studio,city,True,AG05
U000386,0,8,26.3,studio,city,True,AG04
U000387,0,8,23.2,studio,standard,True,AG03
U000388,0,4,34.4,1BR,city,True,AG02
U000389,0,8,26.1,studio,standard,True,AG02
U000390,0,6,38.5,1BR Plus,pool,True,AG06
U000391,0,5,22.2,studio,standard,True,AG01
U000392,0,6,21.6,studio,city,False,AG04
U000393,0,4,28.4,1BR,city,True,AG02
U000394,0,1,24.4,studio,standard,True,AG05
U000395,0,4,29.7,1BR,standard,True,AG01
U000396,0,7,23.9,studio,pool,True,AG01
U000397,0,3,28.8,1BR,standard,True,AG01
U000398,0,2,31.2,1BR,standard,True,AG05
U000399,0,2,27.2,1BR,standard,True,AG02
U000400,0,5,26.9,studio,standard,False,AG04
U000401,0,8,24.6,studio,standard,False,AG05
U000402,0,6,24.1,studio,standard,False,AG01
U000403,0,8,33.0,1BR,standard,True,AG02
U000404,0,6,31.1,1BR,city,True,AG01
U000405,0,5,26.7,studio,city,False,AG06
U000406,0,4,26.2,studio,pool,True,AG03
U000407,0,7,36.9,1BR Plus,pool,True,AG06
U000408,0,3,34.5,1BR,standard,True,AG01
U000409,0,5,28.0,1BR,standard,True,AG03
U000410,0,5,32.9,1BR,city,True,AG04
U000411,0,2,29.9,1BR,city,False,AG01
U000412,0,5,26.2,studio,standard,True,AG01
U000413,0,1,27.1,1BR,standard,False,AG03
U000414,0,3,23.9,studio,standard,True,AG04
U000415,0,5,26.1,studio,city,False,AG02
U000416,0,6,30.5,1BR,standard,True,AG01
U000417,0,1,26.1,studio,city,True,AG01
U000418,0,3,27.4,1BR,standard,False,AG03
U000419,0,3,33.6,1BR,pool,False,AG01
U000420,0,1,24.6,studio,standard,True,AG01
U000421,0,3,22.7,studio,city,True,AG03
U000422,0,3,21.8,studio,standard,False,AG05
U000423,0,1,23.8,studio,pool,True,AG01
U000424,0,3,33.0,1BR,standard,True,AG04
U000425,0,2,24.7,studio,standard,True,AG04
U000426,0,3,24.5,studio,pool,False,AG06
U000427,0,2,21.3,studio,standard,True,AG06
U000428,0,5,29.8,1BR,city,True,AG03
U000429,0,7,35.9,1BR Plus,city,True,AG01
U000430,0,3,32.8,1BR,pool,True,AG05
U000431,0,1,23.2,studio,standard,True,AG01
U000432,0,1,38.6,1BR Plus,city,False,AG05
U000433,0,8,22.2,studio,standard,True,AG05
U000434,0,4,22.1,studio,standard,True,AG03
U000435,0,8,32.0,1BR,standard,True,AG05
U000436,0,6,22.8,studio,standard,True,AG01
U000437,0,1,21.8,studio,standard,True,AG03
U000438,0,7,24.4,studio,standard,True,AG06
U000439,0,4,25.5,studio,city,True,AG04
U000440,0,6,32.9,1BR,standard,True,AG05
U000441,0,1,29.3,1BR,city,True,AG01
U000442,0,4,22.9,studio,city,False,AG05
U000443,0,6,41.1,1BR Plus,standard,True,AG05
U000444,0,2,26.3,studio,standard,True,AG04
U000445,0,8,26.7,studio,standard,True,AG01
U000446,0,3,26.4,studio,city,True,AG01
U000447,0,4,22.4,studio,pool,True,AG01
U000448,0,7,21.7,studio,pool,True,AG03
U000449,0,1,38.3,1BR Plus,standard,True,AG02
U000450,0,5,24.9,studio,standard,False,AG04
U000451,0,3,25.5,studio,city,True,AG03
U000452,0,8,28.7,1BR,standard,True,AG02
U000453,0,6,33.3,1BR,standard,True,AG05
U000454,0,1,32.3,1BR,standard,True,AG01
U000455,0,4,26.3,studio,standard,True,AG03
U000456,0,6,23.5,studio,pool,False,AG06
U000457,0,4,35.0,1BR,city,True,AG01
U000458,0,3,21.0,studio,standard,False,AG05
U000459,0,8,28.9,1BR,city,True,AG06
U000460,0,8,33.9,1BR,standard,False,AG02
U000461,0,6,25.4,studio,standard,True,AG04
U000462,0,1,27.0,studio,standard,False,AG01
U000463,0,6,23.1,studio,standard,False,AG06
U000464,0,1,21.1,studio,standard,True,AG06
U000465,0,6,24.1,studio,standard,True,AG04
U000466,0,4,46.3,1BR Plus,city,True,AG04
U000467,0,8,26.3,studio,pool,True,AG06
U000468,0,8,29.3,1BR,standard,False,AG01
U000469,0,6,31.5,1BR,city,True,AG05
U000470,0,2,35.0,1BR,city,True,AG06
U000471,0,4,34.3,1BR,city,False,AG06
U000472,0,8,26.9,studio,city,True,AG05
U000473,0,6,20.7,studio,standard,True,AG06
U000474,0,1,21.4,studio,standard,True,AG06
U000475,0,5,24.2,studio,standard,True,AG02
U000476,0,2,22.6,studio,standard,False,AG01
U000477,0,4,23.2,studio,standard,False,AG01
U000478,0,6,22.3,studio,standard,True,AG02
U000479,0,2,22.7,studio,pool,False,AG04
U000480,0,1,32.9,1BR,city,True,AG03
U000481,0,5,28.0,1BR,pool,False,AG05
U000482,0,1,29.0,1BR,city,True,AG02
U000483,0,1,24.8,studio,standard,False,AG01
U000484,0,7,25.6,studio,standard,True,AG01
U000485,0,7,34.1,1BR,standard,True,AG05
U000486,0,3,22.0,studio,standard,True,AG03
U000487,0,8,20.8,studio,city,True,AG04
U000488,0,6,30.4,1BR,city,True,AG06
U000489,0,4,25.4,studio,city,True,AG02
U000490,0,4,33.8,1BR,standard,True,AG02
U000491,0,8,20.9,studio,city,True,AG04
U000492,0,6,21.7,studio,standard,False,AG01
U000493,0,6,27.6,1BR,standard,False,AG05
U000494,0,6,24.2,studio,city,True,AG05
U000495,0,8,31.5,1BR,standard,False,AG03
U000496,0,6,23.7,studio,standard,True,AG02
U000497,0,2,25.7,studio,city,True,AG01
U000498,0,5,22.6,studio,city,True,AG06
U000499,0,8,23.2,studio,city,True,AG04
U000500,0,7,25.5,studio,city,True,AG06
U000501,0,1,33.6,1BR,standard,True,AG04
U000502,0,1,21.8,studio,city,False,AG01
U000503,0,6,38.9,1BR Plus,city,True,AG06
U000504,0,5,23.2,studio,standard,True,AG06
U000505,0,1,27.6,1BR,standard,True,AG02
U000506,0,7,25.4,studio,standard,False,AG02
U000507,0,3,38.0,1BR Plus,standard,False,AG04
U000508,0,8,26.4,studio,pool,True,AG04
U000509,0,3,24.0,studio,standard,True,AG04
U000510,0,5,24.8,studio,standard,False,AG01
U000511,0,2,31.7,1BR,city,True,AG01
U000512,0,2,23.8,studio,standard,True,AG01
U000513,0,3,33.2,1BR,standard,True,AG03
U000514,0,6,22.1,studio,standard,True,AG01
U000515,0,4,22.9,studio,standard,True,AG04
U000516,0,2,26.9,studio,standard,True,AG01
U000517,0,1,26.4,studio,pool,True,AG04
U000518,0,4,26.2,studio,standard,True,AG02
U000519,0,3,24.7,studio,standard,True,AG01
U000520,0,1,26.1,studio,standard,True,AG01
U000521,0,6,29.0,1BR,city,True,AG02
U000522,0,6,33.7,1BR,standard,True,AG03
U000523,0,7,28.0,1BR,standard,True,AG04
U000524,0,5,21.8,studio,pool,False,AG01
U000525,0,5,21.4,studio,standard,True,AG03
U000526,0,4,23.1,studio,standard,False,AG02
U000527,0,3,32.4,1BR,pool,False,AG06
U000528,0,8,21.6,studio,city,True,AG01
U000529,0,3,29.7,1BR,standard,False,AG02
U000530,0,3,33.0,1BR,pool,True,AG04
U000531,0,8,27.6,1BR,standard,False,AG01
U000532,0,6,35.2,1BR,standard,True,AG03
U000533,0,5,23.5,studio,standard,False,AG05
U000534,0,6,25.9,studio,standard,True,AG01
U000535,0,7,33.1,1BR,standard,True,AG04
U000536,0,1,22.7,studio,standard,True,AG04
U000537,0,4,26.8,studio,standard,True,AG03
U000538,0,5,34.5,1BR,standard,True,AG04
U000539,0,6,34.3,1BR,standard,True,AG05
U000540,0,8,25.2,studio,pool,False,AG05
U000541,0,8,21.2,studio,standard,True,AG01
U000542,0,1,21.3,studio,standard,True,AG06
U000543,0,8,26.2,studio,standard,True,AG02
U000544,0,3,21.3,studio,standard,True,AG06
U000545,0,7,21.6,studio,standard,False,AG02
U000546,0,6,25.4,studio,standard,False,AG03
U000547,0,2,44.4,1BR Plus,standard,True,AG04
U000548,0,6,22.6,studio,standard,True,AG04
U000549,0,1,22.3,studio,standard,True,AG05
U000550,0,3,23.9,studio,city,False,AG01
U000551,0,3,34.9,1BR,standard,True,AG02
U000552,0,6,22.6,studio,standard,True,AG02
U000553,0,4,25.9,studio,standard,True,AG05
U000554,0,7,35.7,1BR Plus,standard,True,AG05
U000555,0,7,33.1,1BR,city,True,AG03
U000556,0,3,34.7,1BR,city,True,AG02
U000557,0,7,24.9,studio,standard,True,AG05
U000558,0,4,22.7,studio,pool,False,AG05
U000559,0,5,29.8,1BR,standard,False,AG05
U000560,0,6,22.0,studio,standard,True,AG04
U000561,0,3,34.7,1BR,standard,True,AG06
U000562,0,1,26.6,studio,standard,False,AG04
U000563,0,5,26.6,studio,standard,False,AG05
U000564,0,7,36.8,1BR Plus,city,False,AG02
U000565,0,3,23.9,studio,pool,True,AG06
U000566,0,1,21.3,studio,standard,True,AG01
U000567,0,8,22.5,studio,city,True,AG04
U000568,0,4,25.2,studio,standard,True,AG06
U000569,0,1,27.0,studio,standard,True,AG03
U000570,0,4,28.5,1BR,pool,True,AG01
U000571,0,5,33.9,1BR,pool,True,AG02
